ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,HSA90R,,,HISENSE,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.69,,9,,,,,,2.63,9.2,Calorimeter Room,3.3434,3.652,,0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",133043,06/10/2025,,Approved,Reverse Cycle,,Class 4,TRUE,,,,,,,,Available,,,http://global.hisense.com,,,,,AAC5369,TRUE,Variable output compressor,Inverter,FALSE,,9000,2.69,,980,4500,FALSE,0,0,,2458.66,9693,TRUE,830,4847,TRUE,640,3900,9200,2.63,900,4600,TRUE,585,3000,TRUE,2750,7400,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,69.3,68.5,4.745,4.537,4.876,5.969,5.501,5.324,519,822,2404,1091,1397,3162,3,3,3,3.47,4.099,4.917,3.886,4.444,4.928,3475,1235,172,1056,531,110,1.5,2.5,3,FALSE,,0,0,0,,,,6,3.3207,3.4713
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MCMX120D107B,,,Braemar,,Both,vrf,,Air,Air,China,3.7,,12,,,,,,3.6,14,Enthalpy Test Room,3.2712,3.6996,,0,,,,,,,,,,,,,,,,,,Single,R410A,"Australia,Fiji,New Zealand",133048,13/10/2025,,Approved,Reverse Cycle,,,TRUE,,,,,,,,Available,,,http://www.gree.com/,http://www.braemar.com.au/,,,,AAC5395,TRUE,Variable output compressor,Inverter,FALSE,,12000,3.7,,1400,6000,FALSE,0,0,,3381.8,12924,FALSE,1279.6,6462,FALSE,0,0,14000,3.6,1700,7000,FALSE,0,0,TRUE,4400,11000,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,,65.4,3.335,3.382,4.061,4.507,4.313,4.441,910,1380,3760,1854,2304,4982,1.5,1.5,2.5,3.089,3.536,3.813,3.277,3.602,3.795,6017,2269,420,1977,1066,285,1.5,2,2,,,,,,,,,44.927,3.1154,3.7315
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MCMX140D108B,,,Braemar,,Both,vrf,,Air,Air,China,4.4,,14,,,,,,4.4,16,Enthalpy Test Room,3.0633,3.557,,84.61,,,,,,,,,,,,,,,,,,Single,R410A,"Australia,Fiji,New Zealand",133050,13/10/2025,,Approved,Reverse Cycle,,,TRUE,,,,,,,,Available,,,http://www.gree.com/,http://www.braemar.com.au/,,,,AAC5396,TRUE,Variable output compressor,Inverter,FALSE,,14000,4.4,,1800,7100,FALSE,0,0,,4021.6,15078,FALSE,1645.2,7646.7,FALSE,0,0,16000,4.4,2000,8000,FALSE,0,0,FALSE,0,0,,4500,11500,FALSE,0,0,,0,0,,0,0,FALSE,0,0,FALSE,0,0,,66.9,3.242,3.281,3.873,4.266,4.083,4.204,1106,1675,4617,2301,2855,6155,1.5,1.5,2,2.837,3.182,3.656,3.081,3.386,3.67,7470,2858,487,2389,1282,326,1,1.5,2,,,,,,,,,47.914,3.0689,3.5073
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MCMX160D109B,,,Braemar,,Both,vrf,,Air,Air,China,4.646,,15.5,,,,,,5.175,18,Enthalpy Test Room,3.3185,3.4018,,0,,,,,,,,,,,,,,,,,,Single,R410A,"Australia,Fiji,New Zealand",133052,13/10/2025,,Approved,Reverse Cycle,,,TRUE,,,,,,,,Available,,,http://www.gree.com/,http://www.braemar.com.au/,,,,AAC5397,TRUE,Variable output compressor,Inverter,FALSE,,15500,4.646,,1696,7750,FALSE,0,0,,4246.444,16693.5,FALSE,1550.144,8346.75,FALSE,0,0,18000,5.175,1875,9000,FALSE,0,0,FALSE,0,0,,6475,16500,FALSE,0,0,,0,0,,0,0,FALSE,0,0,FALSE,0,0,,73.5,3.467,3.515,4.252,4.741,4.532,4.666,1126,1708,4632,2271,2825,6119,1.5,2,2.5,3.393,3.862,4.392,3.675,4.085,4.403,7056,2686,489,2280,1224,333,1.5,2,2.5,,,,,,,,,58.281,3.2005,3.3507
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,MPPH26C,,,MIDEA,,Non Ducted,Portable,,,,China,1,,2.56,,,,,,0,0,Calorimeter Room,2.609,0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R290,"Australia,Fiji,New Zealand",133066,13/10/2025,,Approved,Cooling Only,,,,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5398,FALSE,,,,,2560,1,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,545,840,2247,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,,FALSE,0,0,0,0,0,0,,2.56,0
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MMY-MAP0806FT8P-A,,,Toshiba,,Non Ducted,vrf,,Air,Air,Thailand,6.131,,22.4,,,,,,6.011,22.4,Enthalpy Test Room,3.3935,3.476,,0,,,,,,,,,,,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",133067,22/10/2025,,Approved,Reverse Cycle,,Class 11,TRUE,,,,,,,,Available,,,http://www.toshiba-aircon.in.th/,,,,,AAC5423,TRUE,Variable output compressor,Inverter,FALSE,,22400,6.131,,1921,11200,FALSE,0,0,,5603.734,24124.8,FALSE,1755.794,12062.4,FALSE,0,0,22400,6.011,2374,11200,FALSE,0,0,TRUE,7356,16800,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,,80,2.869,3.072,4.488,4.76,4.678,5.201,1757,2560,6051,3036,3718,7687,1,1.5,2.5,3.066,3.679,4.336,3.322,3.955,4.335,9974,3826,922,3379,1825,670,1.5,2,2.5,,,,,,,,,196,3.2973,3.3566
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MMY-MAP1006FT8P-A,,,Toshiba,,Non Ducted,vrf,,Air,Air,Thailand,7.207,,28,,,,,,7.165,28,Enthalpy Test Room,3.6023,3.6355,,0,,,,,,,,,,,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",133068,22/10/2025,,Approved,Reverse Cycle,,Class 11,TRUE,,,,,,,,Available,,,http://www.toshiba-aircon.in.th/,,,,,AAC5418,TRUE,Variable output compressor,Inverter,FALSE,,28000,7.207,,2262,14000,FALSE,0,0,,6587.198,30156,FALSE,2067.468,15078,FALSE,0,0,28000,7.165,2838,14000,FALSE,0,0,TRUE,8750,20900,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,,80,3.293,3.484,4.906,5.289,5.16,5.629,1952,2874,6991,3466,4268,8941,1.5,1.5,3,3.18,3.837,4.535,3.453,4.129,4.533,11934,4483,1007,3981,2105,723,1.5,2,3,,,,,,,,,196,3.558,3.5771
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MMY-MAP1206FT8P-A,,,Toshiba,,Non Ducted,vrf,,Air,Air,Thailand,9.45,,33.5,,,,,,8.865,33.5,Enthalpy Test Room,3.3433,3.5254,,0,,,,,,,,,,,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",133074,22/10/2025,,Approved,Reverse Cycle,,Class 11,TRUE,,,,,,,,Available,,,http://www.toshiba-aircon.in.th/,,,,,AAC5419,TRUE,Variable output compressor,Inverter,FALSE,TRUE,33500,9.45,,2718,16750,FALSE,0,0,,8637.3,36079.5,FALSE,2484.252,18039.75,FALSE,0,0,33500,8.865,3195,16750,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3.2,3.361,4.723,5.18,5.026,5.443,2404,3570,8694,4231,5242,11065,1.5,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,241,3.2637,3.4609
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MMY-MAP1406FT8P-A,,,Toshiba,,Non Ducted,vrf,,Air,Air,Thailand,12.351,,40,,,,,,11.419,40,Enthalpy Test Room,3.0428,3.422,,0,,,,,,,,,,,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",133075,22/10/2025,,Approved,Reverse Cycle,,Class 12,TRUE,,,,,,,,Available,,,http://www.toshiba-aircon.in.th/,,,,,AAC5424,TRUE,Variable output compressor,Inverter,FALSE,TRUE,40000,12.351,,5882,20000,FALSE,0,0,,11288.814,43080,FALSE,5376.148,21540,FALSE,0,0,40000,11.419,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2.596,2.721,3.431,3.575,3.486,3.744,3790,5570,14679,7685,9386,19569,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,241,3.0382,3.2697
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MMY-MAP1606FT8P-A,,,Toshiba,,Non Ducted,vrf,,Air,Air,Thailand,13.464,,45,,,,,,12.471,45,Enthalpy Test Room,3.1268,3.3811,,0,,,,,,,,,,,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",133076,22/10/2025,,Approved,Reverse Cycle,,Class 12,TRUE,,,,,,,,Available,,,http://www.toshiba-aircon.in.th/,,,,,AAC5420,TRUE,Variable output compressor,Inverter,FALSE,TRUE,45000,13.464,,3904,22500,FALSE,0,0,,12306.096,48465,FALSE,3568.256,24232.5,FALSE,0,0,45000,12.471,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3.478,3.561,4.659,5.273,5.042,5.273,3097,4697,12057,5744,7189,15531,1.5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,241,3.1516,3.3871
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,APC20RW,,,AIRO,,Non Ducted,Portable,,,,China,0.785,,2.05,,,,,,0,0,Calorimeter Room,2.6281,0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R290,Australia,133087,28/10/2025,,Approved,Cooling Only,,,,,,,,,,,Available,,,http://www.rinnai.com.au/,,,,,AAC5449,FALSE,,,,,2050,0.785,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2,,,,,,,,428,659,1764,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,,FALSE,0,0,0,0,0,0,,2.6115,0
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,APC33HP,,,AIRO,,Non Ducted,Portable,,,,China,1.25,,3.3,,,,,,0,0,Calorimeter Room,2.7109,0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R290,Australia,133099,28/10/2025,,Approved,Cooling Only,,,,,,,,,,,Available,,,http://www.rinnai.com.au/,,,,,AAC5450,FALSE,,,,,3300,1.25,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,,,,,,,,681,1050,2809,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,,FALSE,0,0,0,0,0,0,,2.64,0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,FDC140VNX-W / FDU140VH,FDC(A)140VNX-W / FDU140VH,,MITSUBISHI HEAVY INDUSTRIES,,Ducted,Single Split System,,Air,Air,Thailand,4.22,,14,,,,,,4.22,16,Enthalpy Test Room,3.7881,4.0788,,0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",133112,22/01/2026,,Approved,Reverse Cycle,,Class 7,TRUE,,,,,,,,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,,,,AAC5658,TRUE,Variable output compressor,Inverter,FALSE,,14000,4.22,,1660,7000,FALSE,0,0,,3857.08,15078,FALSE,1517.24,7539,FALSE,0,0,16000,4.22,1690,8000,FALSE,0,0,TRUE,5850,15500,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,0,69,3.896,3.835,4.242,4.809,4.548,4.55,962,1486,4272,2086,2609,5734,2,2,2.5,3.575,3.981,4.354,3.779,4.123,4.351,5890,2239,361,1911,1015,236,2,2,2.5,FALSE,,0,0,0,,,,21.0826,3.2624,3.7285
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,FDC(A)140VNX-W / FDU140VH,FDC(A)140VNX-W / FDU140VH,,MITSUBISHI HEAVY INDUSTRIES,,Ducted,Single Split System,,Air,Air,Thailand,4.22,,14,,,,,,4.22,16,Enthalpy Test Room,3.7881,4.0788,,0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",133112,22/01/2026,,Approved,Reverse Cycle,,Class 7,TRUE,,,,,,,,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,,,,AAC5658,TRUE,Variable output compressor,Inverter,FALSE,,14000,4.22,,1660,7000,FALSE,0,0,,3857.08,15078,FALSE,1517.24,7539,FALSE,0,0,16000,4.22,1690,8000,FALSE,0,0,TRUE,5850,15500,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,0,69,3.896,3.835,4.242,4.809,4.548,4.55,962,1486,4272,2086,2609,5734,2,2,2.5,3.575,3.981,4.354,3.779,4.123,4.351,5890,2239,361,1911,1015,236,2,2,2.5,FALSE,,0,0,0,,,,21.0826,3.2624,3.7285
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,FDCA140VNX-W / FDU140VH,FDC(A)140VNX-W / FDU140VH,,MITSUBISHI HEAVY INDUSTRIES,,Ducted,Single Split System,,Air,Air,Thailand,4.22,,14,,,,,,4.22,16,Enthalpy Test Room,3.7881,4.0788,,0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",133112,22/01/2026,,Approved,Reverse Cycle,,Class 7,TRUE,,,,,,,,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,,,,AAC5658,TRUE,Variable output compressor,Inverter,FALSE,,14000,4.22,,1660,7000,FALSE,0,0,,3857.08,15078,FALSE,1517.24,7539,FALSE,0,0,16000,4.22,1690,8000,FALSE,0,0,TRUE,5850,15500,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,0,69,3.896,3.835,4.242,4.809,4.548,4.55,962,1486,4272,2086,2609,5734,2,2,2.5,3.575,3.981,4.354,3.779,4.123,4.351,5890,2239,361,1911,1015,236,2,2,2.5,FALSE,,0,0,0,,,,21.0826,3.2624,3.7285
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MMY-MAP1806FT8P-A,,,Toshiba,,Non Ducted,vrf,,Air,Air,Thailand,15.787,,50.4,,,,,,14.058,50.4,Enthalpy Test Room,2.9746,3.3474,,0,,,,,,,,,,,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",133118,22/10/2025,,Approved,Reverse Cycle,,Class 12,TRUE,,,,,,,,Available,,,http://www.toshiba-aircon.in.th/,,,,,AAC5421,TRUE,Variable output compressor,Inverter,FALSE,TRUE,50400,15.787,,6545,25200,FALSE,0,0,,14429.318,54280.8,FALSE,5982.13,27140.4,FALSE,0,0,50400,14.058,6971,25200,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2.948,3.036,3.733,4.031,3.891,4.081,4265,6373,17094,8646,10659,22694,1,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,241,3.0359,3.3888
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MMY-MAP2006FT8P-A,,,Toshiba,,Non Ducted,vrf,,Air,Air,Taiwan,18.183,,56,,,,,,16.369,56,Enthalpy Test Room,2.9153,3.2129,,0,,,,,,,,,,,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",133119,27/10/2025,,Approved,Reverse Cycle,,Class 12,TRUE,,,,,,,,Available,,,http://www.toshiba-aircon.in.th/,,,,,AAC5447,TRUE,Variable output compressor,Inverter,FALSE,TRUE,56000,18.183,,6471,28000,FALSE,0,0,,16619.262,60312,FALSE,5914.494,30156,FALSE,0,0,56000,16.369,7405,28000,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3.196,3.245,3.963,4.426,4.233,4.364,4383,6648,17917,8755,10899,23599,1.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,241,2.9477,3.2589
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,U-71PZ3R5/S-71PE3R,,,PANASONIC,1,Ducted,Single Split System,,Air,Air,Malaysia,2.21,5,7.1,700,0,0,0,290,1.67,7.1,Enthalpy Test Room,3.259,4.2216,TRUE,,,17,17,0,0,,,,3.677410713,4.425460251,,,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",133125,30/11/2025,,Approved,Reverse Cycle,1000,Class 6,TRUE,,,TRUE,TRUE,TRUE,,3.8107,Available,,,,,TRUE,,,AAC5512,TRUE,Variable output compressor,Inverter,FALSE,,7100,2.21,,900,3550,FALSE,,,,2019.94,7646.7,TRUE,800,3650,TRUE,520,2100,7100,1.67,750,3550,TRUE,520,1950,TRUE,2190,6800,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,,67,3.635,3.594,3.966,4.416,4.191,4.229,524,805,2319,1153,1437,3130,2,2,2,3.709,4.002,4.053,3.679,3.831,3.912,2524,993,174,874,487,118,2,2.5,2.5,FALSE,,,,,,,,11,3.1595,4.1589
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,FDC140VSX-W / FDU140VH,FDC(A)140VSX-W / FDU140VH,,MITSUBISHI HEAVY INDUSTRIES,,Ducted,Single Split System,,Air,Air,Thailand,4.22,,14,,,,,,4.22,16,Enthalpy Test Room,3.7504,4.2314,,,,,,,,,,,,,,,,,,,,Three,R32,"Australia,Fiji,New Zealand",133127,22/01/2026,,Approved,Reverse Cycle,,Class 7,TRUE,,,,,,,,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,,,,AAC5659,TRUE,Variable output compressor,Inverter,FALSE,,14000,4.22,,1660,7000,FALSE,,,,3857.08,15078,FALSE,1517.24,7539,FALSE,,,16000,4.22,1690,8000,FALSE,,,TRUE,5850,15500,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,,,,,69,4.034,3.94,4.281,4.883,4.604,4.575,941,1461,4249,2066,2589,5715,2.5,2,2.5,3.575,3.981,4.354,3.779,4.123,4.351,5877,2222,345,1898,1002,223,2,2,2.5,FALSE,,,,,,,,14.8609,3.2785,3.7469
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,FDC(A)140VSX-W / FDU140VH,FDC(A)140VSX-W / FDU140VH,,MITSUBISHI HEAVY INDUSTRIES,,Ducted,Single Split System,,Air,Air,Thailand,4.22,,14,,,,,,4.22,16,Enthalpy Test Room,3.7504,4.2314,,,,,,,,,,,,,,,,,,,,Three,R32,"Australia,Fiji,New Zealand",133127,22/01/2026,,Approved,Reverse Cycle,,Class 7,TRUE,,,,,,,,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,,,,AAC5659,TRUE,Variable output compressor,Inverter,FALSE,,14000,4.22,,1660,7000,FALSE,,,,3857.08,15078,FALSE,1517.24,7539,FALSE,,,16000,4.22,1690,8000,FALSE,,,TRUE,5850,15500,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,,,,,69,4.034,3.94,4.281,4.883,4.604,4.575,941,1461,4249,2066,2589,5715,2.5,2,2.5,3.575,3.981,4.354,3.779,4.123,4.351,5877,2222,345,1898,1002,223,2,2,2.5,FALSE,,,,,,,,14.8609,3.2785,3.7469
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,FDCA140VSX-W / FDU140VH,FDC(A)140VSX-W / FDU140VH,,MITSUBISHI HEAVY INDUSTRIES,,Ducted,Single Split System,,Air,Air,Thailand,4.22,,14,,,,,,4.22,16,Enthalpy Test Room,3.7504,4.2314,,,,,,,,,,,,,,,,,,,,Three,R32,"Australia,Fiji,New Zealand",133127,22/01/2026,,Approved,Reverse Cycle,,Class 7,TRUE,,,,,,,,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,,,,AAC5659,TRUE,Variable output compressor,Inverter,FALSE,,14000,4.22,,1660,7000,FALSE,,,,3857.08,15078,FALSE,1517.24,7539,FALSE,,,16000,4.22,1690,8000,FALSE,,,TRUE,5850,15500,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,,,,,69,4.034,3.94,4.281,4.883,4.604,4.575,941,1461,4249,2066,2589,5715,2.5,2,2.5,3.575,3.981,4.354,3.779,4.123,4.351,5877,2222,345,1898,1002,223,2,2,2.5,FALSE,,,,,,,,14.8609,3.2785,3.7469
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,U-100PZ3R5/S-100PE3R,,,PANASONIC,1,Ducted,Single Split System,,Air,Air,Malaysia,2.79,5,10,700,0,0,0,290,2.45,10,Enthalpy Test Room,3.6058,4.0218,TRUE,,,17,17,0,0,,,,3.677410713,4.425460251,,,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",133129,30/11/2025,,Approved,Reverse Cycle,1000,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.8107,Available,,,,,TRUE,,,AAC5513,TRUE,Variable output compressor,Inverter,FALSE,,10000,2.79,,1050,5000,FALSE,,,,2550.06,10770,TRUE,900,5000,TRUE,720,3700,10000,2.45,1180,5000,TRUE,860,3450,TRUE,3470,10000,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,,70,4.238,4.175,4.644,5.283,4.987,4.999,629,972,2784,1354,1696,3725,2.5,2.5,3,3.556,3.813,3.956,3.611,3.8,3.902,3706,1464,250,1252,690,165,2,2,2,FALSE,,,,,,,,15,3.5203,3.9989
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,U-100PZ3R8/S-100PE3R,,,PANASONIC,1,Ducted,Single Split System,,Air,Air,Malaysia,2.79,5,10,700,0,0,0,290,2.45,10,Enthalpy Test Room,3.6058,4.0218,TRUE,,,17,17,0,0,,,,3.677410713,4.425460251,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",133132,30/11/2025,,Approved,Reverse Cycle,1000,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.8107,Available,,,,,TRUE,,,AAC5526,TRUE,Variable output compressor,Inverter,FALSE,,10000,2.79,,1050,5000,FALSE,,,,2550.06,10770,TRUE,900,5000,TRUE,720,3700,10000,2.45,1180,5000,TRUE,860,3450,TRUE,3470,10000,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,,70,4.238,4.175,4.644,5.283,4.987,4.999,629,972,2784,1354,1696,3725,2.5,2.5,3,3.556,3.813,3.956,3.611,3.8,3.902,3706,1464,250,1252,690,165,2,2,2,FALSE,,,,,,,,15,3.5203,3.9989
